NA,"344","1078","417","1278","872","1089","730","904","604","1253","390","1121","584","418","448","1031","544","1236","1174"
"284",NA,"545","793","639","250","196","163","332","377","621","972","325","525","484","248","730","1165","444","244"
"1073","464",NA,"717","1370","978","1267","964","1104","490","1083","621","881","761","666","1099","1227","259","1060","1024"
"283","905","746",NA,"521","637","660","743","539","447","592","695","583","324","534","545","663","537","490","446"
"1233","533","1003","500",NA,"771","1163","865","895","467","747","711","1225","405","1379","520","889","856","1278","449"
"958","278","604","659","833",NA,"924","1182","491","818","1457","812","1183","587","453","1165","514","554","654","747"
"924","132","1763","760","1041","1032",NA,"689","1362","1345","1533","696","1419","818","564","545","1113","929","1161","628"
"1012","191","926","810","971","1288","651",NA,"878","525","1162","586","660","803","878","295","634","612","291","434"
"948","288","1106","564","783","573","1360","761",NA,"1014","970","916","991","374","673","565","569","425","1480","639"
"748","443","644","468","562","934","1268","606","904",NA,"757","659","603","997","590","558","633","233","82","1029"
"1265","712","1028","794","801","1714","1718","1178","898","867",NA,"678","684","725","1005","332","476","288","1161","554"
"471","888","611","701","807","781","573","544","927","691","589",NA,"876","1044","892","1108","472","415","820","324"
"1128","265","1224","619","1090","1260","1476","481","822","577","709","1131",NA,"977","572","460","1201","1085","1279","311"
"568","497","764","334","457","699","823","682","359","982","641","857","957",NA,"170","258","557","561","550","737"
"417","548","605","525","1530","453","546","837","630","549","671","816","564","179",NA,"385","896","317","1514","283"
"414","244","1010","525","519","1153","558","221","426","589","417","862","445","252","299",NA,"702","332","1709","892"
"1027","658","1110","586","1029","511","1292","677","585","530","561","674","985","510","981","703",NA,"936","703","565"
"397","1028","258","666","639","685","665","641","384","205","268","388","1009","496","284","392","499",NA,"560","453"
"1297","344","941","452","1226","629","1057","230","1252","61","903","741","1192","501","1651","1303","775","502",NA,"524"
"1263","300","919","390","446","855","674","346","504","835","429","153","339","588","272","614","536","412","576",NA
