NA,"518","537","1263","362","593","1681","1125","467","399","1009","1012","975","196","912","750","508","1095","953","714"
"389",NA,"199","310","729","385","431","243","469","414","731","672","1068","309","1516","376","525","354","549","796"
"677","179",NA,"369","682","799","1276","744","705","2642","528","1503","286","551","738","842","1705","1489","1193","1367"
"1410","294","257",NA,"1217","635","554","1054","241","185","777","271","565","649","479","219","210","666","936","681"
"384","591","668","1244",NA,"650","1125","1433","762","1030","506","1363","248","2705","1754","449","292","1247","636","1044"
"360","213","833","756","789",NA,"514","1091","698","656","205","350","114","1131","881","1077","387","751","737","882"
"706","273","1040","497","1081","562",NA,"912","1170","1620","495","132","683","1022","595","744","296","1121","852","984"
"1041","205","754","1079","1582","850","892",NA,"767","661","746","342","189","1139","292","1011","501","652","869","683"
"383","442","762","171","920","748","1152","1006",NA,"964","388","140","361","1076","310","1030","449","531","857","847"
"383","320","2485","173","1074","826","1627","808","944",NA,"675","266","521","1455","1053","729","255","808","550","735"
"817","693","610","723","572","216","557","716","246","612",NA,"40","559","686","594","324","344","560","533","368"
"763","486","1400","171","1443","275","128","208","143","263","18",NA,"97","682","590","391","546","173","406","364"
"694","942","425","907","234","118","422","170","345","369","513","90",NA,"842","399","379","1014","309","363","342"
"171","334","502","598","2652","1132","1063","1043","894","1401","569","604","587",NA,"1035","1396","663","351","1297","1108"
"756","423","694","425","1218","832","512","262","334","1109","497","577","408","922",NA,"580","743","270","426","533"
"662","346","481","275","465","889","772","1006","1071","652","247","388","375","1401","782",NA,"1116","279","437","1145"
"407","564","1195","183","307","363","206","483","411","123","279","531","1035","642","649","910",NA,"165","572","478"
"822","178","1201","543","1330","830","942","599","465","589","412","188","306","371","264","261","219",NA,"436","446"
"569","435","934","739","680","767","950","884","816","579","477","498","336","1424","458","449","588","454",NA,"763"
"527","750","1077","479","1052","802","973","678","841","608","333","358","371","1174","491","874","412","572","611",NA
