NA,"1130","1128","512","1818","972","3059","1156","1706","1269","952","792","1602","1686","2525","2375","1226","283","938","1480"
"1027",NA,"1489","719","687","940","2270","754","755","215","998","1308","1529","2266","304","1107","2116","1488","1395","1315"
"1097","1575",NA,"831","805","851","566","792","2590","1108","672","1021","2189","1967","726","1875","1522","1457","791","687"
"476","657","677",NA,"498","1586","386","686","441","846","1943","997","1366","1889","413","848","164","1407","1058","0"
"2135","1053","997","465",NA,"406","971","877","2367","1186","1763","191","2228","664","59","889","1085","460","831","1636"
"1167","1083","987","1378","403",NA,"1751","1185","1750","641","1687","777","1984","1302","685","828","2549","2468","905","1346"
"2784","2022","549","358","653","1867",NA,"1255","3530","1124","1970","1105","879","942","1056","1571","5425","810","884","3376"
"1151","880","887","732","945","1188","1556",NA,"2254","895","2216","834","1455","312","1337","659","3845","1032","1672","2050"
"1739","690","2539","388","2303","1458","3412","2276",NA,"940","1245","849","197","2663","2005","1350","11206","709","1142","3523"
"1475","226","1230","779","1064","621","1131","776","1045",NA,"1039","790","1131","1191","792","887","1126","1263","954","1374"
"1125","1338","678","1406","1532","1809","1996","2061","1263","1011",NA,"1603","1818","999","1089","1110","1195","1381","922","1158"
"822","1368","909","959","255","879","1334","774","858","829","1738",NA,"1603","869","1073","685","385","1451","1106","1086"
"1909","1477","1975","1538","2138","1994","768","1303","200","924","2120","1600",NA,"1122","745","2694","1088","3083","622","2661"
"1630","2058","1718","1041","608","1129","825","248","2964","1322","975","815","982",NA,"947","1464","2267","1082","887","774"
"2547","477","672","318","72","679","913","1178","1961","634","987","982","631","797",NA,"298","1674","432","708","1645"
"2367","1173","1584","867","999","929","1708","517","1335","1010","1049","719","2536","1688","356",NA,"1249","1370","963","1741"
"1256","1980","1003","148","1033","2557","5254","3901","9915","1071","1135","381","997","2032","1620","1140",NA,"660","1033","5058"
"255","1514","1538","1225","600","2378","798","936","851","1394","1411","1497","2991","1111","450","1318","721",NA,"1258","1169"
"767","1396","604","1050","763","711","1145","1585","1162","967","920","1088","721","686","633","698","919","1081",NA,"1077"
"2085","1320","723","0","1498","1385","2601","1937","3743","1339","1601","1138","2604","804","1784","1878","4803","1248","918",NA
