NA,"546","540","1016","878","507","1487","757","846","449","1201","896","383","1273","577","371","1108","560","326","505"
"670",NA,"474","461","330","534","458","411","134","189","604","2876","1367","902","760","470","3199","647","1917","1528"
"864","391",NA,"535","547","930","1537","370","1278","502","290","821","536","883","451","714","785","492","736","603"
"1057","313","526",NA,"528","489","1536","1039","914","897","1069","704","517","687","730","732","696","664","335","795"
"964","333","550","490",NA,"523","778","496","971","609","466","676","565","892","770","483","681","770","661","671"
"519","430","877","601","580",NA,"697","378","825","851","919","688","1290","613","496","1243","928","473","499","972"
"1176","354","1387","1319","692","560",NA,"869","1485","905","1608","602","846","627","841","1130","975","1354","768","1227"
"844","373","430","1264","547","358","897",NA,"1147","1303","739","797","559","678","360","607","513","1665","666","838"
"1271","156","1116","1062","1018","750","1684","975",NA,"868","900","767","511","802","1112","401","708","1342","680","707"
"469","197","445","877","730","844","970","1066","742",NA,"936","401","186","418","305","967","343","620","648","466"
"1266","505","267","1034","454","883","1406","765","704","796",NA,"749","567","655","523","164","1170","464","457","829"
"900","814","890","704","477","701","683","755","727","500","805",NA,"483","807","562","901","738","620","112","357"
"395","1188","450","493","532","1332","934","452","448","179","450","430",NA,"167","800","0","172","761","709","219"
"1186","761","816","720","1057","697","643","530","605","350","425","729","143",NA,"832","1080","562","912","537","921"
"501","593","348","521","718","432","868","326","1040","202","454","544","1047","823",NA,"310","627","504","22","851"
"344","374","724","705","498","1225","1242","581","340","844","143","941","0","957","250",NA,"663","461","780","418"
"1258","1280","729","773","695","1032","1211","525","736","365","1113","815","237","615","676","835",NA,"579","397","623"
"499","453","515","700","783","544","1644","1450","1263","450","433","536","764","982","482","537","628",NA,"1324","1190"
"479","1623","687","335","721","459","687","467","561","508","440","115","631","566","30","889","412","1099",NA,"280"
"661","927","520","859","955","1019","1468","660","770","513","721","299","290","857","879","409","617","1133","279",NA
