NA,"518","628","441","487","1020","545","1141","1226","395","772","211","615","499","1082","422","1294","861","306","1235"
"697",NA,"383","581","1395","840","951","689","367","440","498","544","410","789","641","327","649","653","526","754"
"589","473",NA,"870","450","561","327","377","307","214","403","1216","569","709","509","1108","618","879","630","112"
"438","673","953",NA,"451","338","1237","970","890","689","875","512","639","597","612","1262","1118","715","496","1063"
"754","1672","520","556",NA,"748","1286","1517","1155","452","1570","466","619","919","936","1194","637","1136","636","804"
"884","770","498","303","759",NA,"917","1045","1072","290","896","506","500","725","605","1114","1562","1187","1102","1437"
"622","1003","293","1215","1611","831",NA,"966","1127","474","599","667","333","519","721","449","554","1016","1063","365"
"1241","626","333","904","1631","864","637",NA,"1244","353","866","359","648","1004","222","307","714","749","851","452"
"1157","130","247","916","1233","1074","1041","1354",NA,"816","579","900","1121","1103","534","617","1051","1093","777","842"
"428","480","235","752","384","218","423","362","762",NA,"711","229","155","767","528","444","1053","426","703","737"
"534","468","416","848","1433","905","742","973","594","616",NA,"486","627","780","517","351","477","1116","301","434"
"242","476","650","462","493","517","669","392","1206","261","470",NA,"344","588","862","121","172","609","1251","280"
"653","372","438","530","625","430","352","699","912","121","518","300",NA,"474","424","388","779","605","584","384"
"459","750","544","608","1148","682","592","1029","843","812","753","599","487",NA,"1302","325","810","1235","932","1044"
"1084","699","356","499","878","608","458","378","640","428","431","736","344","1228",NA,"815","744","683","528","846"
"457","281","859","1214","1095","1033","543","306","556","404","402","171","333","357","778",NA,"322","897","691","389"
"1569","460","362","981","608","986","525","777","857","1032","476","162","579","697","814","342",NA,"1232","467","771"
"753","628","548","607","1216","893","1101","982","919","364","1360","684","603","1224","724","968","1093",NA,"700","827"
"249","419","448","442","686","1055","803","873","816","665","289","1112","620","854","540","637","476","662",NA,"709"
"1347","700","95","880","729","1350","365","408","763","702","525","284","425","965","621","446","719","1051","812",NA
