NA,"547","492","550","619","483","811","405","713","767","325","688","1042","422","395","280","424","325","452","433"
"539",NA,"509","262","649","216","398","386","126","309","737","525","340","315","527","96","789","795","609","252"
"489","476",NA,"558","879","357","567","764","1125","693","622","708","313","651","881","91","426","778","1200","297"
"592","271","574",NA,"381","587","802","262","804","1039","515","635","1717","562","415","296","499","617","355","188"
"831","732","954","249",NA,"1597","527","297","550","1331","438","1133","135","238","628","21","502","274","762","829"
"453","219","404","581","1849",NA,"629","739","968","583","189","773","1038","311","153","474","238","746","787","792"
"737","361","613","757","441","636",NA,"358","465","463","410","753","602","143","380","75","682","702","731","448"
"558","371","577","293","304","808","494",NA,"449","471","383","340","238","187","398","467","520","618","518","247"
"769","126","1039","843","553","916","455","415",NA,"1008","874","782","1551","546","428","484","760","677","1277","635"
"638","216","723","1009","1275","592","451","434","1044",NA,"679","431","1111","916","837","299","795","1155","615","150"
"394","811","652","554","488","199","580","339","973","710",NA,"503","379","200","445","157","632","807","443","466"
"626","567","721","755","1142","854","751","380","862","447","494",NA,"1101","414","664","435","650","830","308","583"
"1066","324","316","1649","143","1032","608","262","1405","472","385","971",NA,"1392","367","1339","758","333","755","2063"
"395","251","791","498","257","222","139","175","496","976","176","264","1027",NA,"393","0","304","396","435","481"
"405","750","909","396","654","177","500","412","452","851","393","641","372","449",NA,"133","316","733","485","497"
"309","41","91","390","21","474","59","447","456","349","110","435","1332","0","124",NA,"230","454","154","2269"
"300","738","441","535","506","301","729","414","753","778","621","710","713","604","289","238",NA,"1336","651","1204"
"325","644","729","678","244","718","746","464","609","1185","765","876","318","436","652","489","1181",NA,"580","908"
"463","682","1445","312","769","703","611","457","1195","653","361","252","755","418","344","304","619","624",NA,"211"
"569","196","256","174","737","823","445","196","1036","166","464","583","2323","502","478","2255","1148","1114","208",NA
