NA,"273","1402","585","923","1494","453","543","516","1045","440","183","349","587","1365","389","1165","496","1464","488"
"298",NA,"594","338","820","743","231","1245","271","1196","841","781","471","749","664","407","448","591","639","152"
"1538","603",NA,"1073","630","731","630","398","697","782","559","833","505","838","518","440","361","713","384","1153"
"579","421","1089",NA,"416","390","519","442","620","520","359","346","325","118","542","474","585","451","863","554"
"963","896","534","349",NA,"726","438","416","647","1135","442","376","328","710","356","408","425","541","330","382"
"1254","826","611","485","767",NA,"650","792","258","676","723","1285","427","510","737","672","1262","236","385","101"
"407","285","497","522","538","716",NA,"944","663","1569","874","446","990","381","1032","1335","1108","712","639","1388"
"760","1203","421","461","374","804","691",NA,"1057","723","201","805","711","753","513","229","541","720","769","1521"
"410","320","733","646","666","235","676","980",NA,"639","483","580","967","453","338","319","287","1127","864","895"
"1091","1507","780","429","1205","745","1341","707","547",NA,"307","719","642","826","1411","464","1014","607","1154","588"
"407","937","600","400","361","730","789","157","556","286",NA,"717","220","953","1017","373","392","75","642","195"
"173","1050","841","292","375","1099","360","721","722","731","848",NA,"704","565","938","420","610","477","373","1809"
"365","781","499","299","270","417","1018","616","1019","587","308","897",NA,"681","1231","620","398","522","542","955"
"491","648","619","78","804","481","277","718","491","805","914","546","654",NA,"534","0","413","553","1380","718"
"1321","716","547","433","295","811","874","490","318","1417","967","979","1131","521",NA,"258","587","569","1699","491"
"287","388","457","463","435","670","1210","220","289","425","250","421","624","0","258",NA,"1312","554","109","203"
"1187","355","332","489","255","1445","925","508","285","827","365","622","450","433","706","1341",NA,"247","513","374"
"534","694","702","433","445","313","631","580","1017","641","71","527","448","538","569","535","276",NA,"709","2511"
"1332","664","400","714","341","395","696","729","836","1092","638","399","478","1180","1649","109","504","663",NA,"170"
"518","171","1085","468","289","83","1521","1391","914","519","218","1832","909","583","615","219","196","2404","170",NA
