NA,"1301","1450","825","912","1638","1639","909","1628","1718","1617","531","1121","852","2076","2359","1057","1105","1668","553"
"1374",NA,"1088","917","906","477","1263","637","1917","881","288","2532","1060","2221","947","2981","1480","1029","1429","833"
"1497","1116",NA,"826","828","1184","1093","1366","1216","1137","1520","1082","862","841","1163","1305","1156","1561","2065","1510"
"784","778","771",NA,"2379","869","1097","4432","974","226","2145","873","2146","884","687","987","1657","1677","2215","856"
"925","766","703","2498",NA,"1167","1301","2355","1659","1331","1359","195","1043","1568","643","1993","1256","1877","2391","1872"
"1645","517","1136","957","1112",NA,"1667","2288","1049","288","1098","930","1006","745","720","588","2054","1671","1034","542"
"1778","1163","1044","999","1421","1810",NA,"1620","2551","462","584","659","1933","853","2341","5736","1743","1907","1670","431"
"841","634","1222","3964","2360","2187","1782",NA,"1707","396","3053","1022","842","1438","1126","1280","1586","2392","1802","1607"
"1682","2090","1233","986","1912","922","2715","1866",NA,"3020","1903","1382","671","2649","6961","2884","1271","2107","1694","3080"
"1584","586","1036","231","1408","248","612","398","3039",NA,"648","1033","3163","1073","843","2380","1028","1711","122","3595"
"1601","290","1183","1924","1633","1154","553","3044","1696","668",NA,"1369","1696","1142","1640","2423","1898","1669","1737","882"
"806","2043","930","900","182","1001","674","1087","1320","1037","1310",NA,"539","1605","1139","951","817","1446","1169","1362"
"1106","1028","879","2184","1027","1009","1394","846","792","3065","1918","507",NA,"912","2442","2278","1871","1784","2001","1197"
"903","2187","904","890","1572","755","749","1343","3341","870","1110","1242","986",NA,"3169","2109","1972","2371","1898","1315"
"2135","1132","1201","664","730","720","2514","1211","6543","815","1633","1130","2489","3358",NA,"1699","2958","3005","1593","2944"
"1879","2928","1277","1011","2044","577","5431","1236","2831","2477","2276","1133","2298","2013","1757",NA,"2264","3134","2897","1531"
"1048","1239","1276","1528","1191","2220","2059","1409","1284","981","1483","916","1856","2128","2635","2113",NA,"3065","2615","1768"
"1222","1000","1352","1696","2075","1589","2123","2141","2182","1929","1839","1416","2226","2255","2913","2593","2912",NA,"2429","1081"
"1664","1466","1857","2039","2385","1110","1830","2081","1389","162","1516","1085","1645","1662","1378","2829","2881","2481",NA,"1107"
"447","873","1163","796","2105","500","481","1496","2740","2826","857","1695","1197","1386","2947","1606","1661","1079","1058",NA
