NA,"1151","1283","618","431","429","382","1155","1156","914","800","1309","1061","483","263","1064","569","709","663","484"
"1168",NA,"910","295","296","382","575","1113","447","1082","413","809","682","1116","327","256","727","1301","708","584"
"1199","1069",NA,"537","296","261","790","1222","761","1220","1200","2343","851","511","117","790","1442","865","1040","479"
"742","148","448",NA,"1243","604","452","670","678","525","323","1179","497","761","1993","666","683","436","963","474"
"497","324","278","1172",NA,"908","661","272","582","754","855","185","612","379","241","682","460","118","924","489"
"510","426","255","606","1061",NA,"337","142","394","333","274","1100","169","743","293","235","539","355","551","635"
"491","673","899","435","614","330",NA,"982","494","655","798","1116","494","815","340","1101","620","731","947","889"
"1082","1105","1004","676","192","148","719",NA,"1160","1449","624","1040","979","770","540","1081","944","617","1171","968"
"1155","503","1040","845","551","402","498","1276",NA,"1115","247","1263","962","1110","176","584","513","510","1064","1154"
"1033","1360","1159","703","784","348","573","1403","1212",NA,"892","1311","660","914","510","681","970","630","1011","520"
"762","465","1174","335","518","269","551","764","188","634",NA,"50","1078","155","30","780","751","383","485","484"
"1006","777","1953","845","199","1040","976","945","1134","1163","48",NA,"610","509","403","429","1157","875","1856","824"
"1294","655","886","468","504","169","343","1144","710","615","863","643",NA,"449","318","549","465","735","631","887"
"361","1018","493","721","353","784","986","921","876","806","196","557","447",NA,"176","422","640","509","876","1070"
"253","250","109","2111","264","318","421","584","168","555","20","305","318","237",NA,"249","268","56","171","664"
"1182","325","611","714","605","229","932","1579","582","523","1003","333","534","501","284",NA,"513","506","1311","573"
"472","591","1670","736","476","395","605","1049","398","774","826","1146","501","668","268","582",NA,"797","2322","484"
"605","1279","878","414","106","346","580","829","350","542","408","878","613","429","48","389","845",NA,"1527","1147"
"649","787","1332","950","949","472","756","1227","1003","958","475","1648","572","769","169","1023","2186","1410",NA,"1140"
"453","677","380","495","278","584","820","1090","1061","519","491","924","1025","681","570","634","482","1197","1387",NA
