NA,"394","429","100","695","897","890","1468","1027","551","501","706","856","252","1141","1623","891","1165","975","518"
"306",NA,"1527","844","765","538","596","926","697","461","1283","866","1903","651","544","315","508","1589","262","518"
"335","1545",NA,"944","328","347","462","574","849","433","515","804","1588","357","696","449","1107","734","73","474"
"100","818","947",NA,"1074","854","898","1931","1206","1266","1765","269","630","827","304","1708","1910","990","587","951"
"708","813","342","1032",NA,"598","438","2252","1137","402","391","434","503","1277","1915","1693","4909","1141","81","745"
"880","441","366","851","567",NA,"508","953","527","433","165","527","808","848","559","343","917","1019","626","661"
"811","689","524","1153","310","554",NA,"1196","788","1013","516","865","1947","1537","992","1091","251","967","649","588"
"1630","1002","779","1963","2367","980","1319",NA,"556","443","812","1915","1126","854","1848","1829","4671","1049","1354","133"
"1070","657","944","1134","1158","606","818","613",NA,"1684","538","574","3234","1257","1653","818","713","1506","312","724"
"483","377","395","1379","438","297","966","454","1397",NA,"1506","927","1344","1400","1161","801","1305","785","447","469"
"380","1055","569","1685","377","139","477","790","680","1535",NA,"488","1113","380","286","1788","324","760","975","650"
"638","784","549","187","325","430","868","1471","618","628","547",NA,"1831","820","1472","0","122","2748","245","374"
"855","1368","1721","649","430","805","1746","1096","2787","1159","980","1461",NA,"711","1378","0","1214","5413","760","218"
"243","733","359","1061","1396","737","1604","827","1083","1172","508","927","905",NA,"582","252","315","2278","548","235"
"813","474","774","301","1906","587","888","1689","1389","1081","291","1605","1509","480",NA,"110","292","684","1506","2543"
"1845","337","211","1498","1248","267","1124","1369","853","727","1621","0","0","344","25",NA,"437","201","2406","610"
"798","503","1124","1751","3239","948","237","3174","668","1212","298","128","1201","296","318","681",NA,"1176","774","782"
"1081","1453","719","1037","1041","1028","907","1103","1433","822","600","2664","5481","2098","636","182","1396",NA,"410","1535"
"971","178","87","616","68","544","548","1465","387","427","836","220","810","533","1623","2541","774","528",NA,"1722"
"421","440","384","919","473","640","533","157","759","739","671","386","561","195","2971","506","1036","1911","1771",NA
