NA,"392","916","950","2290","524","1100","253","437","838","2883","634","1419","956","1422","1364","1245","129","413","728"
"387",NA,"879","555","1534","324","749","1019","479","541","564","661","833","371","263","868","644","687","731","2347"
"877","795",NA,"1128","1401","251","429","470","468","323","1007","1154","1490","194","2957","839","535","268","172","904"
"805","504","1243",NA,"104","704","722","895","956","833","856","397","876","265","1906","1326","1738","626","1212","982"
"1944","1404","1335","64",NA,"1015","720","761","851","625","405","3016","2483","428","2792","734","1163","1356","613","1626"
"555","308","249","626","984",NA,"1273","727","674","708","1021","498","1031","558","346","641","620","640","532","263"
"893","720","400","743","743","1252",NA,"400","820","679","878","1109","1655","578","224","407","994","572","628","698"
"325","952","488","888","805","667","273",NA,"985","308","341","588","1012","334","38","683","272","161","815","728"
"477","308","455","893","1145","551","694","756",NA,"626","794","442","979","857","591","827","448","458","1378","602"
"867","614","412","735","546","718","763","295","676",NA,"581","401","2127","719","1063","653","1105","1172","630","456"
"1466","509","778","843","842","956","833","373","854","422",NA,"1338","907","710","451","770","599","391","597","472"
"604","490","1242","355","2454","505","1117","660","523","654","1112",NA,"1410","780","343","1600","2904","438","719","2718"
"1151","787","1891","813","1950","912","1552","939","1062","1798","804","1784",NA,"1005","4510","1123","751","1228","1647","665"
"1036","328","215","227","449","483","401","344","719","585","714","817","974",NA,"292","571","926","61","644","572"
"1344","206","3305","1839","2344","301","236","7","525","920","351","322","4045","262",NA,"452","407","1041","415","1276"
"1016","896","921","986","809","688","524","744","607","653","987","1959","1111","537","527",NA,"481","569","517","1572"
"1139","656","300","1505","1095","555","848","282","553","1013","598","2855","745","1119","438","471",NA,"241","1195","1080"
"156","740","215","705","1299","595","532","146","355","1047","338","491","1136","114","938","555","424",NA,"645","1352"
"425","685","202","1247","644","540","552","1022","1247","607","559","797","1511","612","474","574","1069","651",NA,"524"
"777","2254","889","918","1255","237","680","652","435","488","496","2949","780","424","1304","1357","900","1203","545",NA
