NA,"534","494","957","349","1977","179","508","1826","702","752","528","1108","461","875","800","990","771","1181","164"
"461",NA,"558","841","1604","1942","460","401","568","623","387","377","322","688","636","736","929","908","457","343"
"366","420",NA,"300","639","477","680","417","145","865","462","574","161","573","870","939","684","290","258","275"
"1072","851","369",NA,"606","511","129","172","771","946","497","597","980","491","438","1212","929","827","997","282"
"238","1390","617","572",NA,"3888","1278","370","741","1036","1071","266","230","785","2653","582","582","418","638","77"
"2045","2065","490","501","3784",NA,"494","682","1194","2045","373","319","420","815","1619","831","910","515","512","718"
"190","573","716","190","1052","447",NA,"990","1141","491","409","251","357","804","313","539","1562","658","568","1410"
"528","385","426","174","340","815","985",NA,"852","575","824","383","369","888","792","816","305","661","490","1428"
"1691","503","183","721","741","1045","1023","597",NA,"613","420","811","640","1284","112","1371","1458","876","785","325"
"711","601","817","971","1029","2128","477","513","568",NA,"531","777","974","664","655","1015","746","819","990","596"
"865","377","442","378","811","381","222","798","390","533",NA,"853","519","235","498","729","658","580","1023","175"
"525","304","558","576","286","380","361","344","1163","808","1077",NA,"811","287","464","942","652","777","934","159"
"1152","304","131","969","279","554","250","478","922","904","481","1004",NA,"222","213","92","749","626","623","295"
"417","561","497","421","1081","994","696","690","1221","690","213","247","278",NA,"498","436","581","574","141","1246"
"927","537","787","441","2707","1623","283","830","139","712","355","390","175","492",NA,"454","502","402","1112","1066"
"896","722","694","1050","604","1001","645","681","1605","1032","735","699","50","406","404",NA,"906","745","552","768"
"1078","821","682","789","730","1139","1446","270","1688","708","656","595","804","590","430","1214",NA,"854","1015","99"
"726","716","290","754","451","548","503","541","868","754","475","786","691","555","393","697","801",NA,"549","485"
"1344","461","269","871","623","494","505","516","768","814","1017","977","489","141","1102","606","970","510",NA,"554"
"124","281","267","259","80","665","1066","1346","197","744","194","115","295","1232","1226","729","88","534","577",NA
