NA,"466","523","125","481","963","393","439","671","475","633","420","331","759","387","740","406","379","266","894"
"449",NA,"1531","268","567","491","215","607","203","754","256","797","697","556","287","1179","169","454","166","1366"
"602","1115",NA,"395","450","537","741","343","455","310","276","176","260","375","401","635","127","399","0","686"
"117","430","555",NA,"1201","275","288","543","726","407","346","1500","292","747","699","640","306","424","372","229"
"480","692","456","1245",NA,"548","103","519","481","696","553","475","47","517","370","828","191","766","91","1060"
"916","511","513","248","561",NA,"252","498","637","546","364","535","244","506","460","647","213","834","343","1567"
"562","157","716","278","44","275",NA,"517","325","581","835","968","419","2942","457","297","704","494","494","527"
"461","612","436","478","435","570","428",NA,"459","1594","680","712","469","490","275","950","457","1546","94","505"
"604","272","451","693","491","718","337","367",NA,"411","447","562","415","751","858","1506","102","541","0","770"
"410","674","329","397","757","542","627","1545","434",NA,"213","736","260","1008","202","487","169","549","399","451"
"521","359","250","236","527","365","486","696","361","235",NA,"555","416","378","167","775","239","1057","215","555"
"190","863","172","1441","336","654","564","835","431","637","508",NA,"148","432","149","767","76","680","212","1350"
"283","702","308","337","47","177","412","458","408","191","398","129",NA,"308","58","75","154","759","99","231"
"502","636","337","698","506","543","1483","415","651","1006","394","636","544",NA,"975","905","203","1127","31","884"
"394","336","194","551","462","487","479","241","874","239","188","170","58","1059",NA,"443","140","615","51","600"
"560","1259","641","268","1032","616","287","588","1457","449","1141","734","101","809","352",NA,"283","535","52","923"
"403","397","143","366","138","214","258","351","92","165","253","103","139","193","151","240",NA,"245","167","415"
"350","509","505","381","740","748","465","1094","561","369","868","686","736","844","702","547","263",NA,"334","679"
"256","153","0","456","91","355","486","214","2","399","211","174","110","29","51","24","359","382",NA,"22"
"646","1030","645","221","910","908","611","522","714","531","565","1470","237","842","483","928","429","712","22",NA
