NA,"1229","168","986","672","737","973","769","734","650","412","320","415","354","385","675","838","608","351","1335"
"1124",NA,"336","934","739","346","514","1092","264","496","594","506","656","472","837","369","661","1054","98","1793"
"233","387",NA,"914","324","336","309","712","701","494","837","678","613","316","350","369","347","241","213","707"
"884","775","1063",NA,"651","1066","569","799","765","803","328","93","348","456","380","320","788","1093","291","893"
"761","830","426","536",NA,"567","586","303","490","314","442","266","416","612","338","359","535","417","323","487"
"748","355","499","954","555",NA,"213","809","464","1511","583","333","686","359","366","1023","638","608","116","604"
"942","564","288","551","462","291",NA,"1577","931","470","273","479","435","886","353","76","406","704","907","518"
"1068","1061","703","822","273","766","1825",NA,"448","589","567","414","529","586","1032","557","772","634","118","1012"
"687","296","531","912","477","490","996","431",NA,"836","670","247","129","659","93","369","763","962","99","532"
"682","476","654","744","229","731","365","511","888",NA,"263","313","750","590","818","305","1213","280","355","927"
"449","547","1034","353","366","532","252","581","643","272",NA,"195","670","610","597","161","293","296","290","718"
"218","385","551","63","212","329","362","318","232","258","195",NA,"0","621","0","164","306","189","0","0"
"392","686","513","368","341","482","380","622","129","738","790","0",NA,"3792","78","1171","278","338","397","477"
"322","474","374","548","558","314","940","607","577","568","606","849","3743",NA,"228","94","306","722","448","615"
"396","750","397","351","367","295","350","948","93","719","455","0","184","323",NA,"1150","347","591","1296","1553"
"681","322","286","339","322","1018","54","457","324","263","163","151","1268","80","1203",NA,"169","715","1529","855"
"774","710","404","824","457","528","390","621","894","1126","315","324","434","462","355","196",NA,"701","583","1172"
"538","1007","297","1227","458","651","614","680","1101","338","345","189","306","831","630","723","763",NA,"608","2414"
"314","98","162","301","272","76","1018","86","77","323","287","0","457","454","1306","1342","615","619",NA,"1"
"1005","1456","443","1123","411","460","525","1039","482","827","708","0","404","611","1552","750","900","2168","1",NA
