NA,"756","1084","57","265","1070","6220","1784","421","99","432","727","743","849","155","1934","578","832","837","550"
"764",NA,"542","972","1078","312","738","1106","343","744","1167","701","975","968","702","72","744","584","1297","1259"
"1227","637",NA,"638","713","285","981","1298","914","1020","1201","1497","846","968","627","287","655","1589","914","780"
"100","1011","645",NA,"683","449","187","276","191","392","578","458","508","419","478","724","409","420","945","162"
"294","947","763","653",NA,"512","506","915","737","986","239","1079","630","588","776","608","873","583","789","758"
"1064","369","306","465","611",NA,"1499","555","849","172","741","768","290","1212","655","761","468","1226","814","1637"
"2649","817","913","164","492","893",NA,"1185","744","376","1415","709","659","681","753","629","814","548","1293","792"
"1448","991","1269","270","714","466","1071",NA,"739","1088","806","761","1404","1079","845","81","2046","1180","1512","509"
"321","377","827","210","776","920","778","600",NA,"508","578","558","978","435","484","231","887","237","687","597"
"97","685","820","518","727","168","367","979","526",NA,"1650","735","1253","561","2324","882","1083","483","921","666"
"394","833","844","579","218","616","1328","725","975","1373",NA,"596","2299","352","744","211","813","659","1362","1157"
"370","626","1207","474","972","845","828","858","546","699","513",NA,"929","500","1218","39","1481","526","1693","344"
"741","915","733","556","686","202","596","1273","701","1386","2071","843",NA,"1116","886","203","987","964","640","518"
"397","1023","756","422","549","846","552","1175","384","637","337","522","842",NA,"897","210","515","870","640","599"
"151","761","545","489","749","616","658","851","575","2578","750","1145","983","842",NA,"176","912","921","1344","603"
"1482","52","369","691","549","794","566","94","268","809","190","39","195","249","176",NA,"90","363","267","360"
"546","636","653","342","976","501","787","1754","919","1378","717","1357","1138","510","927","132",NA,"642","1020","494"
"828","608","1506","427","529","1072","596","1098","381","454","683","464","941","908","915","371","688",NA,"1143","832"
"804","986","856","1220","751","704","1070","1369","723","1089","1210","1550","886","777","1370","304","1084","1093",NA,"685"
"563","1164","666","172","730","599","821","569","805","1083","912","306","479","581","687","368","614","1031","612",NA
