NA,"752","559","1377","1260","884","706","1121","746","1894","358","854","873","578","1227","591","1043","1629","268","1312"
"654",NA,"815","193","196","1389","231","669","315","2888","458","417","1786","686","1084","1560","840","1497","0","837"
"595","889",NA,"919","317","905","2656","1268","3124","895","1769","3878","1328","387","2400","1212","721","1084","327","389"
"1310","240","939",NA,"1872","1050","3028","1073","1925","575","2666","2858","1358","1765","2910","1099","2329","3726","259","1448"
"1115","230","460","1844",NA,"528","599","594","1816","70","436","1644","970","846","684","565","930","979","582","1158"
"867","1362","909","877","790",NA,"1248","879","1003","991","1114","1937","4135","0","1458","635","2722","663","0","3959"
"721","231","2855","3245","533","1479",NA,"1006","1154","166","1359","2499","988","2109","1598","693","862","2739","627","2049"
"1200","741","1472","917","760","797","976",NA,"435","911","989","1037","1355","752","1046","880","863","1791","619","1754"
"658","319","2868","1433","1702","876","1438","498",NA,"507","465","3733","1868","0","1474","924","2940","306","0","461"
"1662","2912","940","409","62","986","163","865","654",NA,"1642","81","922","0","1363","1617","1704","658","0","2804"
"419","556","1744","2421","537","1088","1156","857","469","1799",NA,"853","806","310","1483","312","835","1709","1334","876"
"829","397","1948","2067","1423","1920","2299","853","3318","72","730",NA,"1196","219","1939","421","1828","1203","865","2837"
"1056","1692","1119","1323","906","3857","1138","1218","1821","723","849","1175",NA,"1045","1395","928","4973","2285","687","5750"
"581","483","391","1467","828","0","1676","741","0","0","129","271","892",NA,"484","1895","1019","1689","306","1519"
"1277","1024","2297","1466","434","1361","1855","1270","1569","937","1508","2154","1397","606",NA,"1111","2024","1363","288","2152"
"553","1467","1067","940","529","602","430","823","1167","1524","284","343","1042","2071","950",NA,"1010","1049","1198","1824"
"847","904","514","2295","929","3277","869","849","2771","1337","792","1595","5307","1127","1961","987",NA,"2682","625","6351"
"1683","1509","1111","2678","961","672","2577","1974","223","493","1445","1091","2693","1412","1203","1066","2521",NA,"1871","2654"
"272","0","400","223","500","0","755","556","0","0","1143","769","662","375","252","1124","851","1839",NA,"0"
"1042","629","341","1398","1125","3418","2228","1478","334","2264","1119","2611","5712","1621","1868","2637","6066","2592","0",NA
