NA,"335","853","1327","1066","223","1088","546","1365","1157","377","460","1866","1013","631","1693","1289","1045","1432","654"
"404",NA,"340","539","263","32","863","308","605","298","107","773","1155","423","1285","621","358","391","940","999"
"1007","234",NA,"590","622","613","5577","805","665","897","269","278","1761","871","190","2571","3634","676","2332","164"
"1181","532","675",NA,"482","424","724","317","739","473","323","396","1106","1201","316","1327","765","878","88","402"
"1287","276","571","645",NA,"1497","2231","752","591","723","3419","527","1096","579","1290","304","0","1354","137","1080"
"250","0","560","332","1645",NA,"1247","364","981","1072","1135","1241","333","2163","1727","853","1054","469","567","356"
"1145","736","5773","946","2056","1219",NA,"1167","2791","1472","1779","535","1205","0","981","4365","3076","3487","2484","709"
"624","284","494","335","727","352","969",NA,"536","474","54","0","367","203","1219","1210","2819","797","3251","867"
"1544","449","575","760","541","907","2267","560",NA,"523","452","2069","1560","240","598","2425","0","0","312","1691"
"975","203","995","641","566","1035","1573","504","670",NA,"164","122","804","1133","473","359","817","1361","391","442"
"379","71","368","266","2594","979","1581","42","386","179",NA,"0","501","278","253","204","161","3382","1043","2426"
"467","719","266","450","599","1056","676","0","1976","111","0",NA,"87","278","454","1702","0","258","0","1233"
"1911","719","1787","942","1019","242","1183","172","1786","829","490","78",NA,"1189","343","1905","2674","1341","1897","189"
"929","321","819","1182","644","1631","0","231","145","1146","237","272","1794",NA,"754","2608","2187","0","2122","624"
"574","1250","262","326","946","1321","699","1127","552","318","229","362","381","685",NA,"492","1163","413","729","1931"
"1715","858","2459","1603","382","846","3512","1169","2287","449","176","1822","2163","2808","572",NA,"2515","2039","2452","3994"
"1144","400","3519","821","0","964","2969","1687","0","751","21","0","2124","1819","1216","2376",NA,"1738","4327","523"
"1092","369","655","867","932","321","3635","651","0","1301","3632","214","1507","59","473","2852","1311",NA,"2367","816"
"1408","877","2441","92","127","607","2509","3255","408","369","750","0","2249","1573","796","3132","4528","2278",NA,"1281"
"610","655","176","248","869","287","568","741","1160","340","2430","1274","189","678","1886","3375","530","739","1353",NA
